1.403715534962143e+18,0.03067833,0.01509239,0.01055623,0.0003756529,0.01197363,0.004769045,0.999917
1.4037155350121431e+18,0.05088575,0.02181355,0.01982946,-0.00135533,0.02656917,0.007780653,0.9996159
1.403715535062143e+18,0.07661056,0.03444755,0.03200003,-0.001364598,0.03651372,0.01133977,0.9992678
1.4037155351121434e+18,0.09609722,0.03550706,0.03905335,-0.007530785,0.04773362,0.01512465,0.9987171
1.403715535162143e+18,0.1169137,0.04246883,0.05011567,-0.01156828,0.05612386,0.01917395,0.9981728
1.4037155352121431e+18,0.1360907,0.04881288,0.06224556,-0.01647968,0.06320969,0.02267347,0.9976065
1.4037155352621432e+18,0.1587288,0.05586997,0.07399161,-0.01936735,0.06754911,0.02716187,0.9971581
1.4037155353121431e+18,0.171817,0.05700085,0.08574033,-0.02352988,0.07432299,0.02998334,0.9965056
1.403715535362143e+18,0.1887915,0.06063516,0.09830812,-0.02436009,0.07812511,0.03463206,0.996044
1.4037155354121431e+18,0.2083385,0.06583734,0.1128403,-0.02113881,0.07762932,0.0452552,0.9957302
1.403715535462143e+18,0.2259499,0.06926954,0.1261004,-0.01377344,0.07758326,0.05497612,0.9953736
1.4037155355121431e+18,0.2437469,0.07081392,0.1409623,-0.004566127,0.07703291,0.06348137,0.9949952
1.403715535562143e+18,0.2597376,0.07162242,0.157137,0.006121319,0.07820172,0.06643731,0.9947025
1.4037155356121434e+18,0.2774365,0.07150324,0.1741942,0.01814829,0.0786923,0.06647826,0.9945143
1.403715535662143e+18,0.2893761,0.06593782,0.1864741,0.02409559,0.08135716,0.0642411,0.9943206
1.4037155357121431e+18,0.3062634,0.0654387,0.2023461,0.02983554,0.08016064,0.05984623,0.9945363
1.4037155357621432e+18,0.3224095,0.06165203,0.2156701,0.03244668,0.07755049,0.05448711,0.9949694
1.4037155358121431e+18,0.3379594,0.0568236,0.2264887,0.03417137,0.07488266,0.04520671,0.9955808
1.403715535862143e+18,0.3688779,0.0309907,0.2244237,0.02345039,0.0638013,0.03391626,0.9971104
1.4037155359121431e+18,0.3873751,0.0293248,0.239299,0.02071036,0.057067,0.02453999,0.9978539
1.403715535962143e+18,0.4044573,0.02811421,0.2545077,0.01757898,0.04982376,0.0155715,0.9984819
1.4037155360121431e+18,0.4356683,0.01003447,0.260134,0.005123586,0.03493784,0.009515435,0.999331
1.403715536062143e+18,0.454294,0.008296646,0.2761342,-0.0004580914,0.02743035,0.003752995,0.9996165
1.4037155361121434e+18,0.4721463,0.00492055,0.2916194,-0.006102469,0.02039497,-0.0002595325,0.9997733
1.403715536162143e+18,0.4882774,0.003382802,0.3083037,-0.009890417,0.01481716,-0.004417312,0.9998315
1.4037155362121431e+18,0.5057708,0.001605489,0.3251991,-0.01297438,0.009899544,-0.01042226,0.9998124
1.4037155362621432e+18,0.5247388,-0.00479863,0.3413345,-0.01699852,0.004651655,-0.01687154,0.9997025
